   3.9692146807   -0.6358119073    1.9537198127
   5.3036723346    1.2494334280    0.1350664647
   4.6371506488    2.0017808851    0.1350664647
   3.9692146807   -0.6358119073   -1.6835868832
   2.2172701030   -0.5021320097    2.2364909307
   1.6922701030    0.4071946643    1.9551442786
   2.2172701030   -0.5021320097   -1.9635090693
   2.0905731545   -1.8222559536    2.3271307676
   3.1405731545   -1.8222559536    2.0457841155
   2.6155731545   -2.7315826276    2.0457841155
   3.1405731545   -1.8222559536   -1.5915225804
   2.6155731545   -2.7315826276   -1.5915225804
   2.0905731545   -1.8222559536   -1.8728692324
   0.8510905342   -2.2460241507    2.3043302107
  -0.1989094658   -2.2460241507    2.0229835586
   0.3260905342   -3.1553508247    2.0229835586
   1.3760905342   -3.1553508247    2.0229835586
   0.5922691771   -4.0461662298    1.2543302107
   1.6065864384   -3.9003294245    1.2543302107
   0.1064202714   -4.2095582603    0.2043302107
   1.1042175627   -4.3307127863    0.2043302107
   2.0440265023   -3.9742902691    0.2043302107
   0.5922691771   -4.0461662298   -0.8456697893
   1.6065864384   -3.9003294245   -0.8456697893
   0.3260905342   -3.1553508247   -1.6143231373
   1.3760905342   -3.1553508247   -1.6143231373
   0.8510905342   -2.2460241507   -1.8956697893
   0.1286384959   -1.1162856459    2.1898266366
  -0.3963615041   -0.2069589719    1.9084799846
  -0.3963615041   -2.0256123198    1.9084799846
   1.1786384959   -1.1162856459   -1.7288267113
  -0.3963615041   -0.2069589719   -1.7288267113
  -0.3963615041   -2.0256123198   -1.7288267113
   0.1286384959   -1.1162856459   -2.0101733634
   0.9245486822   -0.0183720911    2.1442173876
   1.4495486822    0.8909545829    1.8628707356
  -0.1254513178   -0.0183720911    1.8628707356
  -0.1254513178   -0.0183720911   -1.7744359603
   1.4495486822   -0.9276987651   -1.7744359603
   0.9245486822   -0.0183720911   -2.0557826124
   0.4155158487    1.3152231805    2.0240758574
   1.4655158487    1.3152231805    1.7427292053
  -0.1094841513    2.2245498545    1.7427292053
   1.4655158487    1.3152231805   -1.8945774906
  -0.1094841513    2.2245498545   -1.8945774906
  -0.1094841513    0.4058965065   -1.8945774906
   0.4155158487    1.3152231805   -2.1759241426
   1.0764569172    2.3181112434    1.8412196273
   2.0564569172    2.3181112434    1.5786294187
   1.5664569172    3.1668161392    1.5786294187
   0.5864569172    3.1668161392    1.5786294187
   2.4496902849    3.3158236859    0.8612196273
   1.6009853892    3.9324438864    0.8612196273
   0.5519284453    3.9324438864    0.8612196273
   3.0364569172    2.3181112434   -0.1187803727
   2.7738667086    3.2981112434   -0.1187803727
   2.0564569172    4.0155210349   -0.1187803727
   1.0764569172    4.2781112434   -0.1187803727
   2.7738667086    2.3181112434   -1.0987803727
   2.4496902849    3.3158236859   -1.0987803727
   1.6009853892    3.9324438864   -1.0987803727
   0.5519284453    3.9324438864   -1.0987803727
   2.0564569172    2.3181112434   -1.8161901641
   1.5664569172    3.1668161392   -1.8161901641
   0.5864569172    3.1668161392   -1.8161901641
   1.0764569172    2.3181112434   -2.0787803727
  -0.9780151141    1.3283738817    1.9587953830
  -0.4530151141    2.2377005557    1.6774487310
  -2.0280151141    1.3283738817    1.6774487310
  -0.4530151141    0.4190472077    1.6774487310
  -0.4530151141    2.2377005557   -1.9598579649
  -0.4530151141    0.4190472077   -1.9598579649
  -0.9780151141    1.3283738817   -2.2412046170
  -0.6099603225    2.6176839112    1.5496946101
  -1.1349603225    3.5270105852    1.5496946101
  -1.9187816796    4.4178259903    0.7810412621
  -2.4046305853    4.5812180208   -0.2689587379
  -3.2318328937    4.0102414935   -0.2689587379
