   3.9695187485   -0.6362973521    1.9560377750
   5.3039764023    1.2489479832    0.1373844271
   4.6374547166    2.0012954402    0.1373844271
   3.9695187485   -0.6362973521   -1.6812689209
   2.2171815001   -0.5020016302    2.2391115758
   1.6921815001    0.4073250438    1.9577649238
   2.2171815001   -0.5020016302   -1.9608884242
   2.0903465479   -1.8219955025    2.3318757419
   3.1403465479   -1.8219955025    2.0505290898
   2.6153465479   -2.7313221765    2.0505290898
   3.1403465479   -1.8219955025   -1.5867776061
   2.6153465479   -2.7313221765   -1.5867776061
   2.0903465479   -1.8219955025   -1.8681242581
   0.8509918091   -2.2459342210    2.3066995713
  -0.1990081909   -2.2459342210    2.0253529193
   0.3259918091   -3.1552608950    2.0253529193
   1.3759918091   -3.1552608950    2.0253529193
   0.5921704520   -4.0460763002    1.2566995713
   1.6064877133   -3.9002394948    1.2566995713
   0.1063215463   -4.2094683307    0.2066995713
   1.1041188376   -4.3306228566    0.2066995713
   2.0439277772   -3.9742003394    0.2066995713
   0.5921704520   -4.0460763002   -0.8433004287
   1.6064877133   -3.9002394948   -0.8433004287
   0.3259918091   -3.1552608950   -1.6119537766
   1.3759918091   -3.1552608950   -1.6119537766
   0.8509918091   -2.2459342210   -1.8933004287
   0.1286377608   -1.1164514286    2.1891060767
  -0.3963622392   -0.2071247546    1.9077594247
  -0.3963622392   -2.0257781025    1.9077594247
   1.1786377608   -1.1164514286   -1.7295472712
  -0.3963622392   -0.2071247546   -1.7295472712
  -0.3963622392   -2.0257781025   -1.7295472712
   0.1286377608   -1.1164514286   -2.0108939233
   0.9245930550   -0.0184607513    2.1437525639
   1.4495930550    0.8908659226    1.8624059118
  -0.1254069450   -0.0184607513    1.8624059118
  -0.1254069450   -0.0184607513   -1.7749007841
   1.4495930550   -0.9277874253   -1.7749007841
   0.9245930550   -0.0184607513   -2.0562474361
   0.4157090707    1.3150090381    2.0215568783
   1.4657090707    1.3150090381    1.7402102263
  -0.1092909293    2.2243357121    1.7402102263
   1.4657090707    1.3150090381   -1.8970964696
  -0.1092909293    2.2243357121   -1.8970964696
  -0.1092909293    0.4056823642   -1.8970964696
   0.4157090707    1.3150090381   -2.1784431217
   1.0766705268    2.3178508715    1.8377634653
   2.0566705268    2.3178508715    1.5751732568
   1.5666705268    3.1665557672    1.5751732568
   0.5866705268    3.1665557672    1.5751732568
   2.4499038945    3.3155633140    0.8577634653
   1.6011989988    3.9321835144    0.8577634653
   0.5521420549    3.9321835144    0.8577634653
   3.0366705268    2.3178508715   -0.1222365347
